Timestamp,Milliseconds,X,Y,Z
2022-12-18 16:13:02,1,-0.0010609204,4.916233E-5,-0.057234142
2022-12-18 16:13:02,501,-0.0010609204,-0.05640971,0.25914916
2022-12-18 16:13:03,1002,0.27484232,0.044790212,0.12705638
2022-12-18 16:13:03,1501,0.2684507,-0.072388664,1.0889899
2022-12-18 16:13:04,2001,0.515592,0.9641131,-0.7421989
2022-12-18 16:13:04,2501,0.382434,0.81178033,-1.0617781
2022-12-18 16:13:05,3001,0.67751217,-1.0982381,-0.8924011
2022-12-18 16:13:05,3502,0.48789507,0.43467692,0.44663563
2022-12-18 16:13:06,4001,-0.07030306,-0.48677632,1.0602278
2022-12-18 16:13:06,4501,-0.02662733,1.0269637,-0.81996316
2022-12-18 16:13:07,5001,0.6977521,1.5521389,-0.47907862
2022-12-18 16:13:07,5501,0.69881743,0.341999,0.2793891
2022-12-18 16:13:08,6002,0.13848855,-0.4995596,1.5694239
2022-12-18 16:13:08,6501,0.39521715,1.9675918,-0.84233373
2022-12-18 16:13:09,7001,0.26951602,-2.510778,-0.32141957
2022-12-18 16:13:09,7501,0.92039233,0.16729568,1.1561016
2022-12-18 16:13:10,8001,0.115052775,2.1082067,-1.267374
2022-12-18 16:13:10,8502,0.4080003,-1.9334049,1.1188173
2022-12-18 16:13:11,9001,0.28123397,0.6477298,-0.24472061
2022-12-18 16:13:11,9501,1.3390411,-0.969341,-1.1427381
2022-12-18 16:13:12,10001,-0.23541908,-0.8457703,1.3947206
2022-12-18 16:13:12,10502,0.40054348,1.1015322,-0.8402032
2022-12-18 16:13:13,11001,-0.49853918,-0.6742628,0.13131751
2022-12-18 16:13:13,11501,-0.8351627,0.30791047,0.4935073
2022-12-18 16:13:14,12001,-0.21198316,0.41763264,-0.19891424
2022-12-18 16:13:14,12501,-0.50386566,0.019223936,-0.18293528
2022-12-18 16:13:15,13001,-0.39627382,-0.9853199,-0.3054406
2022-12-18 16:13:15,13501,-0.48362556,-0.24070036,-0.11901946
2022-12-18 16:13:16,14001,-0.40905708,0.30364946,-0.17334796
2022-12-18 16:13:16,14502,-0.2727033,-0.5080816,0.022660503
2022-12-18 16:13:17,15001,0.5496804,0.47622216,-0.6569779
2022-12-18 16:13:17,15501,0.19920856,0.5081802,-0.009297276
2022-12-18 16:13:18,16001,0.24821074,0.14705558,-0.64419466
2022-12-18 16:13:18,16501,0.38349932,-0.06173603,-0.5824093
2022-12-18 16:13:19,17002,0.7350365,0.062899806,-0.33952904
2022-12-18 16:13:19,17501,-0.054324105,-0.60928166,-0.36296493
2022-12-18 16:13:20,18001,-0.62210995,-0.18530667,0.076989
2022-12-18 16:13:20,18501,-0.15232848,0.56783503,0.3198693
2022-12-18 16:13:21,19001,-0.40373078,-0.09475912,-0.046581507
2022-12-18 16:13:21,19502,0.5411584,-0.06706235,0.22612593
2022-12-18 16:13:22,20001,-0.9427544,0.43041593,0.004551046
2022-12-18 16:13:22,20501,0.56885517,0.18114413,0.090837464
2022-12-18 16:13:23,21001,0.07883373,-0.022321297,-0.024210915
2022-12-18 16:13:23,21501,0.11931378,-0.04575707,0.03331314
2022-12-18 16:13:24,22002,0.12996641,0.50178856,0.22612593
2022-12-18 16:13:24,22501,0.3728467,-0.5208647,-0.1520427
2022-12-18 16:13:25,23001,0.35686773,0.023484938,0.076989
2022-12-18 16:13:25,23501,0.06072427,0.289801,0.057814233
2022-12-18 16:13:26,24001,-0.042606287,-0.23217823,0.14836165
2022-12-18 16:13:26,24502,0.4367625,-0.3355089,0.30602083
2022-12-18 16:13:27,25001,-0.085216835,-0.13630448,0.41680822
2022-12-18 16:13:27,25501,-0.42184022,0.04585553,0.004551046
2022-12-18 16:13:28,26001,0.16405483,0.116162986,-0.04018987
2022-12-18 16:13:28,26501,0.18216428,0.0671608,0.68631995
2022-12-18 16:13:29,27001,0.15766332,0.20351459,0.27406293
2022-12-18 16:13:29,27501,0.47191626,0.17794831,0.31560817
2022-12-18 16:13:30,28001,-0.011713558,-0.26307094,0.77047586
2022-12-18 16:13:30,28501,-0.14700216,0.94067746,-0.536603
2022-12-18 16:13:31,29001,0.1832296,0.3238894,-0.45031655
2022-12-18 16:13:31,29502,0.27590764,-0.14908762,-0.44499022
2022-12-18 16:13:32,30001,0.7542111,0.3771526,-0.9062496
2022-12-18 16:13:32,30501,0.47191626,-0.15867507,-0.20211007
2022-12-18 16:13:33,31001,0.40693513,0.28554,-0.4375334
2022-12-18 16:13:33,31502,0.6380973,0.1523819,-0.21915421
2022-12-18 16:13:34,32001,-0.43249285,-0.79996395,0.5797936
2022-12-18 16:13:34,32501,-0.22157061,1.0514648,0.49883363
2022-12-18 16:13:35,33001,0.06072427,-0.031908616,-0.936077
2022-12-18 16:13:35,33501,-0.590152,-0.9277956,0.2708671
2022-12-18 16:13:36,34002,-0.7542026,0.2024494,0.31773865
2022-12-18 16:13:36,34501,-0.46018976,0.8107152,0.14516596
2022-12-18 16:13:37,35001,0.61040056,-0.3365741,-0.18932693
2022-12-18 16:13:37,35501,-0.29826957,-0.2247214,-0.12967211
2022-12-18 16:13:38,36002,0.55500674,0.2312115,0.18351538
2022-12-18 16:13:38,36501,0.096943185,-0.2609403,-0.17760897
2022-12-18 16:13:39,37001,0.26312438,1.5851622,-0.12434579
2022-12-18 16:13:39,37501,0.16831596,-1.7256784,0.13877434
2022-12-18 16:13:40,38001,-0.08202102,1.709798,0.04077009
2022-12-18 16:13:40,38502,-0.39733914,-0.9000988,-0.029537233
2022-12-18 16:13:41,39001,0.7478195,0.34626,0.05355323
2022-12-18 16:13:41,39501,-0.45805913,0.6221634,0.067401685
2022-12-18 16:13:42,40001,-0.73396266,0.029876573,0.14090483
2022-12-18 16:13:42,40501,0.42504457,-0.74457026,-0.23193747
2022-12-18 16:13:43,41001,0.5177225,0.13853344,0.10042478
2022-12-18 16:13:43,41502,-0.10758729,-0.20341612,-0.13499843
2022-12-18 16:13:44,42001,0.13422754,-0.24389617,-0.2106322
2022-12-18 16:13:44,42501,-0.40479594,-0.028712798,-0.08280042
2022-12-18 16:13:45,43002,0.56352884,0.16090403,0.032247957
2022-12-18 16:13:45,43501,0.2982781,-0.5602796,-0.15310788
2022-12-18 16:13:46,44001,0.30253923,-0.57625854,-0.08493105
2022-12-18 16:13:46,44501,-0.060715742,0.66264343,0.019464685
2022-12-18 16:13:47,45002,0.05859377,-0.6124775,0.080184825
2022-12-18 16:13:47,45501,-0.22476643,-0.06493185,0.03863946
2022-12-18 16:13:48,46001,-0.44421083,-0.1395003,0.03331314
2022-12-18 16:13:48,46502,0.19388224,0.13533776,0.12386069
2022-12-18 16:13:49,47001,0.082029544,-0.01592966,0.18564588
2022-12-18 16:13:49,47501,0.11185695,-0.48784164,0.19416802
2022-12-18 16:13:50,48001,0.23116647,0.06609549,0.71082103
2022-12-18 16:13:50,48502,-0.0010609204,-0.118195035,0.4668757
2022-12-18 16:13:51,49001,0.24288441,0.094857715,0.53718305
2022-12-18 16:13:51,49501,0.51239616,-0.558149,0.7321265
2022-12-18 16:13:52,50001,0.7211879,0.84160775,0.5851199
2022-12-18 16:13:52,50502,-0.02662733,1.1015322,-1.0894749
2022-12-18 16:13:53,51001,0.23223178,-1.3230087,0.23571338
2022-12-18 16:13:53,51501,0.31532237,-0.30887732,0.78538966
2022-12-18 16:13:54,52002,-0.13741471,0.4783528,0.7193432
2022-12-18 16:13:54,52501,0.105465315,0.85971737,-0.5099714
2022-12-18 16:13:55,53001,-0.5794994,-0.26413614,0.32306498
2022-12-18 16:13:55,53501,-0.56565094,0.29938832,-0.9882749
2022-12-18 16:13:56,54002,0.22157915,-0.6945028,0.49670312
2022-12-18 16:13:56,54501,0.2396886,2.0794444,-0.35124698
2022-12-18 16:13:57,55001,0.58270365,0.30364946,-0.3832049
2022-12-18 16:13:57,55501,0.8500849,-0.05854021,0.65116626
2022-12-18 16:13:58,56001,0.2332971,-0.06812753,-0.90092325
2022-12-18 16:13:58,56501,0.5624635,-1.4337962,0.10894692
2022-12-18 16:13:59,57002,-0.78403,0.56996536,-0.14352056
2022-12-18 16:13:59,57501,0.6924258,-0.5719974,0.19523333
2022-12-18 16:14:00,58001,-0.3302275,0.2557126,-0.12434579
2022-12-18 16:14:00,58501,0.011722084,-0.085171804,0.023725819
2022-12-18 16:14:01,59001,0.32490984,0.5795528,0.14836165
2022-12-18 16:14:01,59502,-0.42503604,-0.66361016,-0.12967211
2022-12-18 16:14:02,60001,-0.08202102,1.0258985,0.22932175
2022-12-18 16:14:02,60501,0.5603332,0.19286194,-0.0018404564
2022-12-18 16:14:03,61001,0.19175173,-0.7221997,-0.31502807
2022-12-18 16:14:03,61501,-0.55712885,-0.20980777,0.034378458
2022-12-18 16:14:04,62002,-0.17789476,0.5337465,0.14090483
2022-12-18 16:14:04,62501,-0.1331537,-0.23643936,-0.16376051
2022-12-18 16:14:05,63001,0.30893075,-0.29183304,-0.07001728
2022-12-18 16:14:05,63501,-0.18428639,0.07355244,-0.19358793
2022-12-18 16:14:06,64001,0.014917903,-0.16826239,0.08551114
2022-12-18 16:14:06,64502,0.041549496,-0.034039117,-0.22661115
2022-12-18 16:14:07,65001,0.009591583,-0.057474893,0.13238269
2022-12-18 16:14:07,65501,1.265538,0.032007076,0.3496967
